,date,store_nbr,item_nbr,units,date1j
2673590,2013-07-17,9,45,53,563
2673661,2013-07-17,10,5,28,563
2673693,2013-07-17,10,37,15,563
2673776,2013-07-17,11,9,47,563
2673835,2013-07-17,11,68,24,563
2673854,2013-07-17,11,87,1,563
2673894,2013-07-17,12,16,34,563
2673915,2013-07-17,12,37,16,563
2673957,2013-07-17,12,79,1,563
2673994,2013-07-17,13,5,38,563
2674025,2013-07-17,13,36,86,563
2674109,2013-07-17,14,9,15,563
2674125,2013-07-17,14,25,18,563
2674216,2013-07-17,15,5,19,563
2674256,2013-07-17,15,45,72,563
2674338,2013-07-17,16,16,16,563
2674347,2013-07-17,16,25,144,563
2674442,2013-07-17,17,9,152,563
2674470,2013-07-17,17,37,61,563
2674549,2013-07-17,18,5,19,563
2674581,2013-07-17,18,37,9,563
2674601,2013-07-17,18,57,1,563
2674671,2013-07-17,19,16,10,563
2674738,2013-07-17,19,83,23,563
2674771,2013-07-17,21,5,43,563
2674810,2013-07-17,21,44,77,563
2674886,2013-07-17,22,9,26,563
2674945,2013-07-17,22,68,26,563
2674955,2013-07-17,22,78,6,563
2674981,2013-07-17,22,104,1,563
2674993,2013-07-17,23,5,47,563
2675017,2013-07-17,23,29,2,563
2675033,2013-07-17,23,45,34,563
2675105,2013-07-17,24,6,9,563
2675142,2013-07-17,24,43,43,563
2675219,2013-07-17,25,9,21,563
2675255,2013-07-17,25,45,66,563
2675323,2013-07-17,26,2,3,563
2675326,2013-07-17,26,5,41,563
2675366,2013-07-17,26,45,39,563
2675441,2013-07-17,27,9,13,563
2675453,2013-07-17,27,21,1,563
2675500,2013-07-17,27,68,28,563
2675512,2013-07-17,27,80,3,563
2675584,2013-07-17,29,41,11,563
2675588,2013-07-17,29,45,49,563
2675670,2013-07-17,30,16,35,563
2675698,2013-07-17,30,44,155,563
2675774,2013-07-17,31,9,43,563
2675810,2013-07-17,31,45,82,563
2675832,2013-07-17,31,67,5,563
2675863,2013-07-17,31,98,1,563
2675885,2013-07-17,32,9,11,563
2675921,2013-07-17,32,45,50,563
2675934,2013-07-17,32,58,3,563
2675996,2013-07-17,33,9,89,563
2676031,2013-07-17,33,44,159,563
2676079,2013-07-17,33,92,2,563
2676107,2013-07-17,34,9,45,563
2676143,2013-07-17,34,45,96,563
2676150,2013-07-17,34,52,1,563
2676225,2013-07-17,35,16,17,563
2676275,2013-07-17,35,66,21,563
2676321,2013-07-17,36,1,2,563
2676329,2013-07-17,36,9,16,563
2676350,2013-07-17,36,30,1,563
2676364,2013-07-17,36,44,63,563
2676436,2013-07-17,37,5,47,563
2676476,2013-07-17,37,45,35,563
2676551,2013-07-17,39,9,4,563
2676578,2013-07-17,39,36,5,563
2676658,2013-07-17,40,5,18,563
2676698,2013-07-17,40,45,60,563
2676780,2013-07-17,41,16,19,563
2676832,2013-07-17,41,68,32,563
2676878,2013-07-17,43,3,1,563
2676891,2013-07-17,43,16,31,563
2676912,2013-07-17,43,37,3,563
2676991,2013-07-17,44,5,18,563
2677048,2013-07-17,44,62,1,563
2677054,2013-07-17,44,68,66,563
2677106,2013-07-17,45,9,7,563
2677217,2013-07-18,1,9,20,564
2677236,2013-07-18,1,28,12,564
2677328,2013-07-18,4,9,90,564
2677346,2013-07-18,4,27,12,564
2677409,2013-07-18,4,90,6,564
2677446,2013-07-18,5,16,27,564
2677467,2013-07-18,5,37,13,564
2677535,2013-07-18,5,105,1,564
2677546,2013-07-18,7,5,38,564
2677548,2013-07-18,7,7,5,564
2677564,2013-07-18,7,23,22,564
2677636,2013-07-18,7,95,43,564
2677657,2013-07-18,9,5,54,564
2677697,2013-07-18,9,45,76,564
2677768,2013-07-18,10,5,44,564
2677800,2013-07-18,10,37,14,564
2677883,2013-07-18,11,9,34,564
2677942,2013-07-18,11,68,21,564
2677961,2013-07-18,11,87,3,564
2678001,2013-07-18,12,16,29,564
2678022,2013-07-18,12,37,14,564
2678101,2013-07-18,13,5,120,564
2678132,2013-07-18,13,36,83,564
2678216,2013-07-18,14,9,2,564
2678232,2013-07-18,14,25,34,564
2678323,2013-07-18,15,5,15,564
2678363,2013-07-18,15,45,90,564
2678445,2013-07-18,16,16,18,564
2678454,2013-07-18,16,25,156,564
2678506,2013-07-18,16,77,1,564
2678549,2013-07-18,17,9,170,564
2678577,2013-07-18,17,37,56,564
2678656,2013-07-18,18,5,17,564
2678688,2013-07-18,18,37,17,564
2678723,2013-07-18,18,72,1,564
2678778,2013-07-18,19,16,13,564
2678845,2013-07-18,19,83,6,564
2678882,2013-07-18,22,9,20,564
2678927,2013-07-18,22,54,1,564
2678941,2013-07-18,22,68,27,564
2678951,2013-07-18,22,78,1,564
2678989,2013-07-18,23,5,15,564
2679013,2013-07-18,23,29,7,564
2679029,2013-07-18,23,45,30,564
2679101,2013-07-18,24,6,50,564
2679138,2013-07-18,24,43,37,564
2679215,2013-07-18,25,9,44,564
2679251,2013-07-18,25,45,46,564
2679319,2013-07-18,26,2,1,564
2679322,2013-07-18,26,5,26,564
2679362,2013-07-18,26,45,19,564
2679437,2013-07-18,27,9,15,564
2679449,2013-07-18,27,21,1,564
2679496,2013-07-18,27,68,30,564
2679555,2013-07-18,30,16,39,564
2679583,2013-07-18,30,44,120,564
2679604,2013-07-18,30,65,1,564
2679659,2013-07-18,31,9,37,564
2679695,2013-07-18,31,45,89,564
2679717,2013-07-18,31,67,9,564
2679770,2013-07-18,32,9,14,564
2679806,2013-07-18,32,45,53,564
2679819,2013-07-18,32,58,1,564
2679881,2013-07-18,34,9,28,564
2679903,2013-07-18,34,31,1,564
2679917,2013-07-18,34,45,87,564
2679924,2013-07-18,34,52,2,564
2679999,2013-07-18,35,16,20,564
2680007,2013-07-18,35,24,14,564
2680049,2013-07-18,35,66,17,564
2680095,2013-07-18,36,1,2,564
2680103,2013-07-18,36,9,34,564
2680124,2013-07-18,36,30,1,564
2680138,2013-07-18,36,44,77,564
2680210,2013-07-18,37,5,27,564
2680250,2013-07-18,37,45,36,564
2680309,2013-07-18,37,104,1,564
2680352,2013-07-18,39,36,15,564
2680419,2013-07-18,39,103,1,564
2680432,2013-07-18,40,5,15,564
2680472,2013-07-18,40,45,65,564
2680554,2013-07-18,41,16,36,564
2680606,2013-07-18,41,68,19,564
2680652,2013-07-18,43,3,1,564
2680665,2013-07-18,43,16,30,564
2680686,2013-07-18,43,37,9,564
2680765,2013-07-18,44,5,35,564
2680822,2013-07-18,44,62,1,564
2680828,2013-07-18,44,68,45,564
2680875,2013-07-18,45,4,5,564
2680880,2013-07-18,45,9,45,564
2680897,2013-07-18,45,26,5,564
2680991,2013-07-19,1,9,12,565
2681010,2013-07-19,1,28,8,565
2681098,2013-07-19,2,5,45,565
2681104,2013-07-19,2,11,3,565
2681137,2013-07-19,2,44,138,565
2681209,2013-07-19,3,5,80,565
2681249,2013-07-19,3,45,74,565
2681324,2013-07-19,4,9,91,565
2681342,2013-07-19,4,27,11,565
2681405,2013-07-19,4,90,2,565
2681442,2013-07-19,5,16,17,565
2681446,2013-07-19,5,20,4,565
2681458,2013-07-19,5,32,2,565
2681463,2013-07-19,5,37,10,565
2681546,2013-07-19,6,9,40,565
2681551,2013-07-19,6,14,1,565
2681582,2013-07-19,6,45,78,565
2681653,2013-07-19,7,5,47,565
2681655,2013-07-19,7,7,1,565
2681671,2013-07-19,7,23,21,565
2681743,2013-07-19,7,95,42,565
2681764,2013-07-19,9,5,11,565
2681804,2013-07-19,9,45,67,565
2681875,2013-07-19,10,5,41,565
2681891,2013-07-19,10,21,1,565
2681907,2013-07-19,10,37,19,565
2681990,2013-07-19,11,9,20,565
2682042,2013-07-19,11,61,1,565
2682049,2013-07-19,11,68,24,565
2682068,2013-07-19,11,87,1,565
2682108,2013-07-19,12,16,26,565
2682129,2013-07-19,12,37,20,565
2682208,2013-07-19,13,5,52,565
2682239,2013-07-19,13,36,72,565
2682323,2013-07-19,14,9,11,565
2682339,2013-07-19,14,25,33,565
2682347,2013-07-19,14,33,2,565
2682430,2013-07-19,15,5,72,565
2682470,2013-07-19,15,45,131,565
2682486,2013-07-19,15,61,3,565
2682552,2013-07-19,16,16,14,565
2682561,2013-07-19,16,25,187,565
2682656,2013-07-19,17,9,206,565
2682684,2013-07-19,17,37,65,565
2682763,2013-07-19,18,5,28,565
2682795,2013-07-19,18,37,10,565
2682830,2013-07-19,18,72,1,565
2682885,2013-07-19,19,16,16,565
2682938,2013-07-19,19,69,1,565
2682952,2013-07-19,19,83,14,565
2682985,2013-07-19,20,5,39,565
2682998,2013-07-19,20,18,1,565
2683021,2013-07-19,20,41,35,565
2683100,2013-07-19,22,9,33,565
2683159,2013-07-19,22,68,24,565
2683169,2013-07-19,22,78,6,565
2683207,2013-07-19,23,5,27,565
2683231,2013-07-19,23,29,1,565
2683247,2013-07-19,23,45,33,565
2683319,2013-07-19,24,6,41,565
2683356,2013-07-19,24,43,35,565
2683373,2013-07-19,24,60,1,565
2683433,2013-07-19,25,9,66,565
2683469,2013-07-19,25,45,92,565
2683537,2013-07-19,26,2,3,565
2683540,2013-07-19,26,5,40,565
2683580,2013-07-19,26,45,51,565
2683655,2013-07-19,27,9,19,565
2683667,2013-07-19,27,21,3,565
2683714,2013-07-19,27,68,18,565
2683762,2013-07-19,28,5,6,565
2683802,2013-07-19,28,45,43,565
2683884,2013-07-19,30,16,28,565
2683912,2013-07-19,30,44,3,565
2683933,2013-07-19,30,65,3,565
2683988,2013-07-19,31,9,6,565
2684024,2013-07-19,31,45,87,565
2684046,2013-07-19,31,67,9,565
2684077,2013-07-19,31,98,1,565
2684109,2013-07-19,32,19,2,565
2684135,2013-07-19,32,45,73,565
2684210,2013-07-19,34,9,52,565
2684232,2013-07-19,34,31,2,565
2684246,2013-07-19,34,45,114,565
2684253,2013-07-19,34,52,5,565
2684328,2013-07-19,35,16,21,565
2684336,2013-07-19,35,24,18,565
2684378,2013-07-19,35,66,17,565
2684424,2013-07-19,36,1,2,565
2684432,2013-07-19,36,9,17,565
2684453,2013-07-19,36,30,1,565
2684467,2013-07-19,36,44,59,565
2684539,2013-07-19,37,5,24,565
2684579,2013-07-19,37,45,48,565
2684638,2013-07-19,37,104,7,565
2684654,2013-07-19,38,9,36,565
2684690,2013-07-19,38,45,112,565
2684697,2013-07-19,38,52,4,565
2684743,2013-07-19,38,98,1,565
2684765,2013-07-19,39,9,11,565
2684792,2013-07-19,39,36,11,565
2684872,2013-07-19,40,5,29,565
2684912,2013-07-19,40,45,98,565
2684922,2013-07-19,40,55,5,565
2684973,2013-07-19,40,106,3,565
2684994,2013-07-19,41,16,30,565
2685046,2013-07-19,41,68,24,565
2685094,2013-07-19,42,5,31,565
2685134,2013-07-19,42,45,35,565
2685216,2013-07-19,43,16,41,565
2685237,2013-07-19,43,37,15,565
2685316,2013-07-19,44,5,36,565
2685379,2013-07-19,44,68,37,565
2685416,2013-07-19,44,105,2,565
2685431,2013-07-19,45,9,7,565
2685538,2013-07-20,2,5,87,566
2685577,2013-07-20,2,44,155,566
2685646,2013-07-20,3,2,4,566
2685649,2013-07-20,3,5,83,566
2685689,2013-07-20,3,45,99,566
2685764,2013-07-20,4,9,118,566
2685782,2013-07-20,4,27,15,566
2685845,2013-07-20,4,90,1,566
2685856,2013-07-20,4,101,1,566
2685882,2013-07-20,5,16,30,566
2685886,2013-07-20,5,20,4,566
2685903,2013-07-20,5,37,17,566
2685986,2013-07-20,6,9,20,566
2686022,2013-07-20,6,45,56,566
2686093,2013-07-20,7,5,55,566
2686095,2013-07-20,7,7,1,566
2686111,2013-07-20,7,23,21,566
2686183,2013-07-20,7,95,59,566
2686204,2013-07-20,9,5,23,566
2686209,2013-07-20,9,10,1,566
2686244,2013-07-20,9,45,64,566
2686315,2013-07-20,10,5,57,566
2686347,2013-07-20,10,37,26,566
2686430,2013-07-20,11,9,51,566
2686482,2013-07-20,11,61,1,566
2686489,2013-07-20,11,68,41,566
2686548,2013-07-20,12,16,38,566
2686569,2013-07-20,12,37,16,566
2686648,2013-07-20,13,5,69,566
2686679,2013-07-20,13,36,117,566
2686763,2013-07-20,14,9,26,566
2686779,2013-07-20,14,25,31,566
2686870,2013-07-20,15,5,14,566
2686910,2013-07-20,15,45,118,566
2686985,2013-07-20,17,9,125,566
2687013,2013-07-20,17,37,74,566
2687092,2013-07-20,18,5,4,566
2687124,2013-07-20,18,37,22,566
2687159,2013-07-20,18,72,2,566
2687203,2013-07-20,20,5,41,566
2687239,2013-07-20,20,41,19,566
2687318,2013-07-20,22,9,64,566
2687377,2013-07-20,22,68,21,566
2687387,2013-07-20,22,78,1,566
2687413,2013-07-20,22,104,1,566
2687425,2013-07-20,23,5,55,566
2687449,2013-07-20,23,29,1,566
2687465,2013-07-20,23,45,41,566
2687476,2013-07-20,23,56,1,566
2687537,2013-07-20,24,6,37,566
2687574,2013-07-20,24,43,47,566
2687591,2013-07-20,24,60,1,566
2687607,2013-07-20,24,76,2,566
2687651,2013-07-20,25,9,87,566
2687687,2013-07-20,25,45,96,566
2687755,2013-07-20,26,2,3,566
2687758,2013-07-20,26,5,46,566
2687798,2013-07-20,26,45,30,566
2687873,2013-07-20,27,9,18,566
2687885,2013-07-20,27,21,4,566
2687932,2013-07-20,27,68,37,566
2687980,2013-07-20,28,5,18,566
2688020,2013-07-20,28,45,56,566
2688102,2013-07-20,30,16,23,566
2688130,2013-07-20,30,44,135,566
2688206,2013-07-20,31,9,41,566
2688242,2013-07-20,31,45,125,566
2688264,2013-07-20,31,67,18,566
2688295,2013-07-20,31,98,1,566
2688317,2013-07-20,32,9,41,566
2688327,2013-07-20,32,19,3,566
2688353,2013-07-20,32,45,99,566
2688366,2013-07-20,32,58,2,566
2688428,2013-07-20,34,9,51,566
2688464,2013-07-20,34,45,108,566
2688546,2013-07-20,35,16,32,566
2688554,2013-07-20,35,24,15,566
2688596,2013-07-20,35,66,27,566
2688650,2013-07-20,36,9,20,566
2688671,2013-07-20,36,30,1,566
2688685,2013-07-20,36,44,42,566
2688757,2013-07-20,37,5,49,566
2688797,2013-07-20,37,45,65,566
2688805,2013-07-20,37,53,3,566
2688872,2013-07-20,38,9,84,566
2688908,2013-07-20,38,45,101,566
2688915,2013-07-20,38,52,2,566
2688961,2013-07-20,38,98,1,566
2688983,2013-07-20,39,9,1,566
2689010,2013-07-20,39,36,9,566
2689090,2013-07-20,40,5,48,566
2689130,2013-07-20,40,45,103,566
2689212,2013-07-20,41,16,50,566
2689257,2013-07-20,41,61,1,566
2689264,2013-07-20,41,68,15,566
2689312,2013-07-20,42,5,24,566
2689352,2013-07-20,42,45,50,566
2689421,2013-07-20,43,3,1,566
2689434,2013-07-20,43,16,31,566
2689455,2013-07-20,43,37,10,566
2689523,2013-07-20,43,105,1,566
2689534,2013-07-20,44,5,13,566
2689591,2013-07-20,44,62,4,566
2689597,2013-07-20,44,68,49,566
2689649,2013-07-20,45,9,12,566
2689666,2013-07-20,45,26,3,566
2689756,2013-07-21,2,5,98,567
2689795,2013-07-21,2,44,204,567
2689871,2013-07-21,4,9,116,567
2689889,2013-07-21,4,27,18,567
2689952,2013-07-21,4,90,2,567
2689989,2013-07-21,5,16,32,567
2689993,2013-07-21,5,20,1,567
2690005,2013-07-21,5,32,1,567
2690010,2013-07-21,5,37,23,567
2690093,2013-07-21,6,9,46,567
2690098,2013-07-21,6,14,2,567
2690129,2013-07-21,6,45,81,567
2690200,2013-07-21,7,5,107,567
2690202,2013-07-21,7,7,1,567
2690218,2013-07-21,7,23,43,567
2690290,2013-07-21,7,95,77,567
2690311,2013-07-21,8,5,118,567
2690329,2013-07-21,8,23,14,567
2690365,2013-07-21,8,59,1,567
2690422,2013-07-21,9,5,58,567
2690427,2013-07-21,9,10,2,567
2690462,2013-07-21,9,45,21,567
2690533,2013-07-21,10,5,46,567
2690549,2013-07-21,10,21,1,567
2690565,2013-07-21,10,37,16,567
2690648,2013-07-21,11,9,80,567
2690700,2013-07-21,11,61,2,567
2690707,2013-07-21,11,68,45,567
2690726,2013-07-21,11,87,5,567
2690766,2013-07-21,12,16,43,567
2690787,2013-07-21,12,37,25,567
2690829,2013-07-21,12,79,3,567
2690866,2013-07-21,13,5,113,567
2690897,2013-07-21,13,36,112,567
2690981,2013-07-21,14,9,14,567
2690997,2013-07-21,14,25,26,567
2691088,2013-07-21,15,5,79,567
2691128,2013-07-21,15,45,158,567
2691203,2013-07-21,17,9,160,567
2691231,2013-07-21,17,37,76,567
2691310,2013-07-21,18,5,25,567
2691342,2013-07-21,18,37,18,567
2691362,2013-07-21,18,57,2,567
2691425,2013-07-21,22,9,69,567
2691484,2013-07-21,22,68,35,567
2691494,2013-07-21,22,78,6,567
2691532,2013-07-21,23,5,44,567
2691556,2013-07-21,23,29,2,567
2691572,2013-07-21,23,45,49,567
2691644,2013-07-21,24,6,24,567
2691681,2013-07-21,24,43,42,567
2691758,2013-07-21,25,9,130,567
2691794,2013-07-21,25,45,74,567
2691862,2013-07-21,26,2,4,567
2691865,2013-07-21,26,5,19,567
2691905,2013-07-21,26,45,37,567
2691980,2013-07-21,27,9,52,567
2692039,2013-07-21,27,68,29,567
2692098,2013-07-21,30,16,30,567
2692126,2013-07-21,30,44,128,567
2692202,2013-07-21,31,9,52,567
2692238,2013-07-21,31,45,126,567
2692260,2013-07-21,31,67,19,567
2692291,2013-07-21,31,98,1,567
2692313,2013-07-21,32,9,7,567
2692349,2013-07-21,32,45,81,567
2692362,2013-07-21,32,58,1,567
2692424,2013-07-21,34,9,91,567
2692460,2013-07-21,34,45,120,567
2692467,2013-07-21,34,52,1,567
2692542,2013-07-21,35,16,18,567
2692550,2013-07-21,35,24,14,567
2692592,2013-07-21,35,66,8,567
2692638,2013-07-21,36,1,5,567
2692646,2013-07-21,36,9,28,567
2692667,2013-07-21,36,30,1,567
2692681,2013-07-21,36,44,69,567
2692753,2013-07-21,37,5,26,567
2692793,2013-07-21,37,45,55,567
2692801,2013-07-21,37,53,1,567
2692868,2013-07-21,38,9,103,567
2692904,2013-07-21,38,45,152,567
2692911,2013-07-21,38,52,3,567
2692979,2013-07-21,39,9,1,567
2693006,2013-07-21,39,36,10,567
2693086,2013-07-21,40,5,36,567
2693126,2013-07-21,40,45,125,567
2693136,2013-07-21,40,55,3,567
2693187,2013-07-21,40,106,2,567
2693208,2013-07-21,41,16,49,567
2693260,2013-07-21,41,68,35,567
2693308,2013-07-21,42,5,42,567
2693348,2013-07-21,42,45,73,567
2693430,2013-07-21,43,16,45,567
2693451,2013-07-21,43,37,14,567
2693519,2013-07-21,43,105,1,567
2693530,2013-07-21,44,5,59,567
2693593,2013-07-21,44,68,57,567
2693619,2013-07-21,44,94,1,567
2693630,2013-07-21,44,105,1,567
2693645,2013-07-21,45,9,25,567
2693662,2013-07-21,45,26,4,567
2693752,2013-07-22,2,5,53,568
2693791,2013-07-22,2,44,139,568
2693867,2013-07-22,4,9,70,568
2693885,2013-07-22,4,27,12,568
2693948,2013-07-22,4,90,3,568
2693985,2013-07-22,5,16,17,568
2694006,2013-07-22,5,37,13,568
2694089,2013-07-22,6,9,68,568
2694125,2013-07-22,6,45,77,568
2694196,2013-07-22,7,5,47,568
2694214,2013-07-22,7,23,31,568
2694286,2013-07-22,7,95,68,568
2694307,2013-07-22,8,5,34,568
2694325,2013-07-22,8,23,12,568
2694361,2013-07-22,8,59,2,568
2694402,2013-07-22,8,100,1,568
2694418,2013-07-22,9,5,18,568
2694423,2013-07-22,9,10,1,568
2694458,2013-07-22,9,45,78,568
2694529,2013-07-22,10,5,79,568
2694561,2013-07-22,10,37,19,568
2694644,2013-07-22,11,9,50,568
2694703,2013-07-22,11,68,41,568
2694762,2013-07-22,12,16,43,568
2694783,2013-07-22,12,37,13,568
2694825,2013-07-22,12,79,1,568
2694862,2013-07-22,13,5,32,568
2694893,2013-07-22,13,36,102,568
2694993,2013-07-22,14,25,19,568
2695084,2013-07-22,15,5,84,568
2695124,2013-07-22,15,45,81,568
2695199,2013-07-22,17,9,233,568
2695227,2013-07-22,17,37,38,568
2695306,2013-07-22,18,5,13,568
2695338,2013-07-22,18,37,16,568
2695373,2013-07-22,18,72,1,568
2695421,2013-07-22,22,9,28,568
2695480,2013-07-22,22,68,27,568
2695490,2013-07-22,22,78,2,568
2695528,2013-07-22,23,5,46,568
2695552,2013-07-22,23,29,3,568
2695568,2013-07-22,23,45,56,568
2695579,2013-07-22,23,56,2,568
2695640,2013-07-22,24,6,4,568
2695677,2013-07-22,24,43,63,568
2695710,2013-07-22,24,76,6,568
2695754,2013-07-22,25,9,60,568
2695790,2013-07-22,25,45,75,568
2695858,2013-07-22,26,2,8,568
2695861,2013-07-22,26,5,4,568
2695901,2013-07-22,26,45,40,568
2695976,2013-07-22,27,9,40,568
2695988,2013-07-22,27,21,2,568
2696035,2013-07-22,27,68,19,568
2696047,2013-07-22,27,80,1,568
2696094,2013-07-22,30,16,18,568
2696122,2013-07-22,30,44,122,568
2696198,2013-07-22,31,9,32,568
2696234,2013-07-22,31,45,100,568
2696256,2013-07-22,31,67,14,568
2696287,2013-07-22,31,98,2,568
2696309,2013-07-22,32,9,38,568
2696345,2013-07-22,32,45,81,568
2696420,2013-07-22,34,9,58,568
2696456,2013-07-22,34,45,56,568
2696463,2013-07-22,34,52,2,568
2696538,2013-07-22,35,16,13,568
2696546,2013-07-22,35,24,13,568
2696585,2013-07-22,35,63,3,568
2696588,2013-07-22,35,66,19,568
2696634,2013-07-22,36,1,2,568
2696642,2013-07-22,36,9,42,568
2696677,2013-07-22,36,44,44,568
2696749,2013-07-22,37,5,35,568
2696789,2013-07-22,37,45,49,568
2696864,2013-07-22,38,9,102,568
2696900,2013-07-22,38,45,104,568
2696975,2013-07-22,39,9,1,568
2697002,2013-07-22,39,36,10,568
2697069,2013-07-22,39,103,2,568
2697082,2013-07-22,40,5,72,568
2697122,2013-07-22,40,45,66,568
2697132,2013-07-22,40,55,1,568
2697183,2013-07-22,40,106,3,568
2697204,2013-07-22,41,16,30,568
2697256,2013-07-22,41,68,12,568
2697304,2013-07-22,42,5,60,568
2697344,2013-07-22,42,45,72,568
2697426,2013-07-22,43,16,20,568
2697447,2013-07-22,43,37,9,568
2697526,2013-07-22,44,5,24,568
2697589,2013-07-22,44,68,39,568
2697626,2013-07-22,44,105,2,568
2697641,2013-07-22,45,9,10,568
2697658,2013-07-22,45,26,6,568
2697752,2013-07-23,4,9,44,569
2697770,2013-07-23,4,27,10,569
2697833,2013-07-23,4,90,1,569
2697870,2013-07-23,5,16,16,569
2697874,2013-07-23,5,20,1,569
2697891,2013-07-23,5,37,7,569
2697970,2013-07-23,7,5,53,569
2697972,2013-07-23,7,7,1,569
2697988,2013-07-23,7,23,25,569
2698060,2013-07-23,7,95,50,569
2698081,2013-07-23,8,5,29,569
2698099,2013-07-23,8,23,15,569
2698176,2013-07-23,8,100,2,569
2698192,2013-07-23,9,5,40,569
2698232,2013-07-23,9,45,86,569
2698303,2013-07-23,10,5,24,569
2698319,2013-07-23,10,21,1,569
2698335,2013-07-23,10,37,11,569
2698418,2013-07-23,11,9,35,569
2698470,2013-07-23,11,61,2,569
2698477,2013-07-23,11,68,43,569
2698496,2013-07-23,11,87,3,569
2698536,2013-07-23,12,16,35,569
2698557,2013-07-23,12,37,22,569
2698636,2013-07-23,13,5,96,569
2698667,2013-07-23,13,36,67,569
2698751,2013-07-23,14,9,23,569
2698767,2013-07-23,14,25,27,569
2698858,2013-07-23,15,5,23,569
2698898,2013-07-23,15,45,78,569
2698973,2013-07-23,17,9,194,569
2699001,2013-07-23,17,37,43,569
2699080,2013-07-23,18,5,16,569
2699112,2013-07-23,18,37,22,569
2699147,2013-07-23,18,72,1,569
2699195,2013-07-23,22,9,31,569
2699254,2013-07-23,22,68,27,569
2699264,2013-07-23,22,78,3,569
2699302,2013-07-23,23,5,35,569
2699326,2013-07-23,23,29,2,569
2699342,2013-07-23,23,45,35,569
2699353,2013-07-23,23,56,2,569
2699414,2013-07-23,24,6,3,569
2699451,2013-07-23,24,43,57,569
2699528,2013-07-23,25,9,104,569
2699564,2013-07-23,25,45,79,569
2699635,2013-07-23,26,5,33,569
2699675,2013-07-23,26,45,32,569
2699750,2013-07-23,27,9,20,569
2699762,2013-07-23,27,21,2,569
2699809,2013-07-23,27,68,33,569
2699868,2013-07-23,30,16,30,569
2699896,2013-07-23,30,44,104,569
2699917,2013-07-23,30,65,1,569
2699972,2013-07-23,31,9,77,569
2700008,2013-07-23,31,45,62,569
2700030,2013-07-23,31,67,7,569
2700083,2013-07-23,32,9,51,569
2700119,2013-07-23,32,45,17,569
2700132,2013-07-23,32,58,2,569
2700194,2013-07-23,34,9,75,569
2700230,2013-07-23,34,45,69,569
2700237,2013-07-23,34,52,2,569
2700312,2013-07-23,35,16,14,569
2700320,2013-07-23,35,24,18,569
2700362,2013-07-23,35,66,16,569
2700416,2013-07-23,36,9,22,569
2700437,2013-07-23,36,30,2,569
2700451,2013-07-23,36,44,140,569
2700523,2013-07-23,37,5,68,569
2700563,2013-07-23,37,45,36,569
2700622,2013-07-23,37,104,3,569
2700638,2013-07-23,39,9,8,569
2700665,2013-07-23,39,36,10,569
2700745,2013-07-23,40,5,62,569
2700785,2013-07-23,40,45,57,569
2700867,2013-07-23,41,16,29,569
2700912,2013-07-23,41,61,1,569
2700919,2013-07-23,41,68,17,569
2700978,2013-07-23,43,16,14,569
2700999,2013-07-23,43,37,12,569
2701078,2013-07-23,44,5,43,569
2701135,2013-07-23,44,62,3,569
2701141,2013-07-23,44,68,31,569
2701167,2013-07-23,44,94,2,569
2701193,2013-07-23,45,9,27,569
2701210,2013-07-23,45,26,2,569
2701304,2013-07-24,4,9,116,570
2701322,2013-07-24,4,27,8,570
2701385,2013-07-24,4,90,2,570
2701396,2013-07-24,4,101,1,570
2701422,2013-07-24,5,16,26,570
2701443,2013-07-24,5,37,7,570
2701522,2013-07-24,7,5,11,570
2701524,2013-07-24,7,7,1,570
2701540,2013-07-24,7,23,25,570
2701612,2013-07-24,7,95,54,570
2701633,2013-07-24,8,5,46,570
2701651,2013-07-24,8,23,10,570
2701687,2013-07-24,8,59,1,570
2701744,2013-07-24,9,5,22,570
2701749,2013-07-24,9,10,3,570
2701784,2013-07-24,9,45,45,570
2701855,2013-07-24,10,5,27,570
2701887,2013-07-24,10,37,16,570
2701977,2013-07-24,12,16,24,570
2701998,2013-07-24,12,37,27,570
2702040,2013-07-24,12,79,1,570
2702077,2013-07-24,13,5,39,570
2702108,2013-07-24,13,36,78,570
